https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,desktop,0.75,0.23,2.2 s,0.57,2.2 s,0.23,2.2 s,0.37,2.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,mobile,0.71,0.24,3.9 s,0.51,3.9 s,0.51,3.9 s,0.46,6.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,desktop,0.94,0.82,1.1 s,0.88,1.3 s,0.82,1.1 s,0.83,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,mobile,0.79,0.47,3.1 s,0.52,3.9 s,0.73,3.1 s,0.66,4.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,desktop,0.92,0.78,1.1 s,0.85,1.3 s,0.78,1.1 s,0.83,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,mobile,0.7,0.43,3.2 s,0.31,4.8 s,0.7,3.2 s,0.63,5.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,desktop,0.93,0.74,1.2 s,0.85,1.3 s,0.74,1.2 s,0.92,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,mobile,0.79,0.48,3.1 s,0.4,4.4 s,0.74,3.1 s,0.93,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,desktop,0.92,0.77,1.2 s,0.78,1.6 s,0.77,1.2 s,0.94,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,mobile,0.77,0.42,3.3 s,0.36,4.6 s,0.68,3.3 s,0.83,3.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,desktop,0.92,0.72,1.2 s,0.84,1.4 s,0.72,1.2 s,0.91,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,mobile,0.63,0.2,4.2 s,0.04,7.5 s,0.46,4.2 s,0.78,4.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,desktop,0.94,0.79,1.1 s,0.87,1.3 s,0.79,1.1 s,0.94,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,mobile,0.8,0.59,2.7 s,0.41,4.3 s,0.81,2.7 s,0.87,3.6 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,desktop,0.95,0.97,0.7 s,0.8,1.5 s,0.97,0.7 s,1,0.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,mobile,0.77,0.29,3.7 s,0.41,4.3 s,0.56,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,desktop,0.97,0.97,0.7 s,0.93,1.0 s,0.97,0.7 s,1,0.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,mobile,0.71,0.6,2.7 s,0.16,5.7 s,0.82,2.7 s,0.94,3.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,desktop,0.97,0.97,0.7 s,0.92,1.1 s,0.97,0.7 s,0.91,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,mobile,0.67,0.6,2.7 s,0.13,6.0 s,0.82,2.7 s,0.6,5.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,desktop,0.96,0.97,0.7 s,0.88,1.3 s,0.97,0.7 s,0.93,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,mobile,0.83,0.57,2.8 s,0.62,3.6 s,0.8,2.8 s,0.7,4.6 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,desktop,0.96,0.97,0.7 s,0.88,1.3 s,0.97,0.7 s,0.91,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,mobile,0.73,0.59,2.7 s,0.18,5.5 s,0.81,2.7 s,0.72,4.5 s
