https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,desktop,0.89,0.82,1.1 s,0.92,1.1 s,0.82,1.1 s,0.23,3.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,mobile,0.77,0.46,3.1 s,0.54,3.8 s,0.72,3.1 s,0.73,4.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,desktop,0.95,0.83,1.1 s,0.89,1.2 s,0.83,1.1 s,0.91,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,mobile,0.73,0.43,3.2 s,0.26,5.0 s,0.69,3.2 s,0.76,4.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,desktop,0.88,0.77,1.2 s,0.68,1.8 s,0.77,1.2 s,0.87,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,mobile,0.73,0.47,3.1 s,0.53,3.9 s,0.73,3.1 s,0.57,5.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,desktop,0.95,0.83,1.1 s,0.88,1.2 s,0.83,1.1 s,0.96,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,mobile,0.8,0.5,3.0 s,0.42,4.3 s,0.75,3.0 s,0.94,3.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,desktop,0.96,0.85,1.0 s,0.93,1.1 s,0.85,1.0 s,0.96,1.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,mobile,0.79,0.45,3.2 s,0.42,4.3 s,0.71,3.2 s,0.92,3.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,desktop,0.94,0.82,1.1 s,0.88,1.2 s,0.82,1.1 s,0.96,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,mobile,0.85,0.47,3.1 s,0.74,3.1 s,0.73,3.1 s,0.93,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,desktop,0.93,0.92,0.9 s,0.76,1.6 s,0.92,0.9 s,0.99,0.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,mobile,0.81,0.29,3.7 s,0.58,3.7 s,0.57,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,desktop,0.98,0.97,0.7 s,0.95,1.0 s,0.97,0.7 s,1,0.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,mobile,0.77,0.25,3.9 s,0.52,3.9 s,0.51,3.9 s,0.82,3.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,desktop,0.97,0.9,0.9 s,0.96,0.9 s,0.9,0.9 s,0.98,0.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,mobile,0.75,0.29,3.7 s,0.46,4.1 s,0.57,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,desktop,0.98,0.95,0.8 s,0.96,0.9 s,0.95,0.8 s,0.9,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,mobile,0.78,0.6,2.7 s,0.5,4.0 s,0.82,2.7 s,0.72,4.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,desktop,0.98,0.97,0.7 s,0.97,0.8 s,0.97,0.7 s,0.9,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,mobile,0.65,0.09,5.1 s,0.14,5.8 s,0.28,5.1 s,0.56,5.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,desktop,0.96,0.82,1.1 s,0.93,1.1 s,0.82,1.1 s,0.93,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,mobile,0.81,0.58,2.8 s,0.53,3.9 s,0.81,2.8 s,0.7,4.7 s
