https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,desktop,0.97,0.92,0.9 s,0.96,0.9 s,0.92,0.9 s,0.86,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,mobile,0.78,0.47,3.1 s,0.43,4.2 s,0.73,3.1 s,0.72,4.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,desktop,0.95,0.84,1.1 s,0.9,1.2 s,0.84,1.1 s,0.86,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,mobile,0.77,0.47,3.1 s,0.41,4.3 s,0.73,3.1 s,0.74,4.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,desktop,0.91,0.78,1.2 s,0.85,1.4 s,0.78,1.2 s,0.8,1.6 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,mobile,0.72,0.23,4.0 s,0.43,4.3 s,0.49,4.0 s,0.67,4.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,desktop,0.87,0.54,1.5 s,0.75,1.6 s,0.54,1.5 s,0.82,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,mobile,0.82,0.45,3.1 s,0.52,3.9 s,0.71,3.1 s,0.93,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,desktop,0.91,0.66,1.3 s,0.82,1.5 s,0.66,1.3 s,0.89,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,mobile,0.79,0.5,3.0 s,0.38,4.5 s,0.75,3.0 s,0.94,3.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,desktop,0.95,0.85,1.0 s,0.89,1.2 s,0.85,1.0 s,0.97,1.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,mobile,0.85,0.49,3.0 s,0.75,3.1 s,0.75,3.0 s,0.94,3.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,desktop,0.94,0.82,1.1 s,0.83,1.4 s,0.82,1.1 s,0.96,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,mobile,0.72,0.29,3.7 s,0.23,5.2 s,0.57,3.7 s,0.81,4.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,desktop,0.97,0.92,0.9 s,0.9,1.2 s,0.92,0.9 s,0.99,0.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,mobile,0.77,0.29,3.7 s,0.41,4.3 s,0.57,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,desktop,0.97,0.93,0.8 s,0.95,1.0 s,0.93,0.8 s,0.99,0.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,mobile,0.67,0.29,3.7 s,0.15,5.8 s,0.57,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,desktop,0.99,0.97,0.7 s,0.98,0.8 s,0.97,0.7 s,0.93,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,mobile,0.85,0.6,2.7 s,0.84,2.8 s,0.82,2.7 s,0.75,4.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,desktop,0.98,0.97,0.7 s,0.97,0.8 s,0.97,0.7 s,0.94,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,mobile,0.9,0.59,2.7 s,0.83,2.8 s,0.81,2.7 s,0.83,3.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,desktop,0.93,0.97,0.7 s,0.78,1.6 s,0.97,0.7 s,0.92,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,mobile,0.86,0.59,2.7 s,0.67,3.4 s,0.82,2.7 s,0.79,4.1 s
