https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,desktop,0.94,0.79,1.1 s,0.91,1.1 s,0.79,1.1 s,0.84,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,mobile,0.84,0.49,3.0 s,0.76,3.1 s,0.75,3.0 s,0.84,3.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,desktop,0.95,0.83,1.1 s,0.9,1.2 s,0.83,1.1 s,0.89,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,mobile,0.81,0.48,3.1 s,0.54,3.9 s,0.74,3.1 s,0.79,4.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,desktop,0.91,0.81,1.1 s,0.81,1.5 s,0.81,1.1 s,0.88,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,mobile,0.61,0.31,3.6 s,0.05,7.2 s,0.59,3.6 s,0.42,6.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,desktop,0.85,0.61,1.4 s,0.6,2.1 s,0.61,1.4 s,0.86,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,mobile,0.75,0.2,4.2 s,0.39,4.4 s,0.45,4.2 s,0.78,4.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,desktop,0.9,0.69,1.3 s,0.75,1.7 s,0.69,1.3 s,0.9,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,mobile,0.82,0.45,3.1 s,0.52,3.9 s,0.71,3.1 s,0.92,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,desktop,0.88,0.68,1.3 s,0.7,1.8 s,0.68,1.3 s,0.9,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,mobile,0.79,0.48,3.0 s,0.53,3.9 s,0.74,3.0 s,0.93,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,desktop,0.92,0.76,1.2 s,0.8,1.5 s,0.76,1.2 s,0.93,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,mobile,0.76,0.28,3.7 s,0.41,4.3 s,0.56,3.7 s,0.8,4.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,desktop,0.96,0.97,0.7 s,0.84,1.4 s,0.97,0.7 s,1,0.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,mobile,0.8,0.59,2.7 s,0.41,4.3 s,0.82,2.7 s,0.9,3.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,desktop,0.95,0.92,0.9 s,0.85,1.3 s,0.92,0.9 s,0.99,0.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,mobile,0.83,0.59,2.7 s,0.66,3.4 s,0.81,2.7 s,0.88,3.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,desktop,0.97,0.95,0.8 s,0.97,0.9 s,0.95,0.8 s,0.83,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,mobile,0.68,0.59,2.7 s,0.17,5.6 s,0.81,2.7 s,0.6,5.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,desktop,0.96,0.97,0.7 s,0.89,1.2 s,0.97,0.7 s,0.93,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,mobile,0.85,0.59,2.7 s,0.66,3.4 s,0.81,2.7 s,0.75,4.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,desktop,0.96,0.97,0.7 s,0.87,1.3 s,0.97,0.7 s,0.92,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,mobile,0.83,0.57,2.8 s,0.61,3.6 s,0.8,2.8 s,0.75,4.3 s
